Energy [eV],W Capture [b]
1.41E+03,2.18527
1.41E+03,2.198936
1.41E+03,2.231675
1.41E+03,2.290361
1.41E+03,2.362738
1.41E+03,2.462923
1.41E+03,2.601045
1.41E+03,2.78265
1.41E+03,3.02262
1.41E+03,3.326436
1.41E+03,3.708574
1.41E+03,4.181038
1.41E+03,4.762858
1.41E+03,5.449429
1.41E+03,6.253696
1.41E+03,7.1779
1.41E+03,8.232309
1.41E+03,9.381167
1.41E+03,11.92143
1.41E+03,14.2896
1.41E+03,16.71211
1.41E+03,18.63385
1.41E+03,19.27256
1.41E+03,19.72106
1.41E+03,20.00469
1.41E+03,19.99932
1.41E+03,19.93104
1.41E+03,19.78593
1.41E+03,19.28103
1.41E+03,18.21289
1.41E+03,16.78369
1.41E+03,14.80522
1.41E+03,12.6802
1.41E+03,10.5654
1.41E+03,8.599072
1.41E+03,7.515481
1.41E+03,6.547004
1.41E+03,5.685294
1.41E+03,4.931406
1.41E+03,4.282212
1.41E+03,3.731394
1.41E+03,3.270425
1.41E+03,2.88948
1.41E+03,2.574586
1.41E+03,2.323466
1.41E+03,2.121985
1.41E+03,1.961345
1.41E+03,1.833796
1.41E+03,1.732688
1.41E+03,1.652459
1.41E+03,1.588548
1.41E+03,1.536697
1.41E+03,1.495316
1.41E+03,1.433293
1.41E+03,1.389417
1.41E+03,1.356658
1.41E+03,1.310357
1.41E+03,1.27951
1.41E+03,1.260486
1.41E+03,1.247646
1.41E+03,1.240203
1.41E+03,1.237881
1.41E+03,1.243901
1.41E+03,1.26283
1.41E+03,1.278458
1.41E+03,1.299461
1.41E+03,1.327451
1.41E+03,1.365075
1.41E+03,1.416995
1.41E+03,1.450992
1.41E+03,1.491999
1.41E+03,1.543321
1.41E+03,1.607349
1.41E+03,1.690235
1.41E+03,1.796885
1.41E+03,1.938496
1.41E+03,2.02474
1.42E+03,2.123967
1.42E+03,2.240662
1.42E+03,2.372408
1.42E+03,2.523833
1.42E+03,2.697622
1.42E+03,2.901033
1.42E+03,3.129106
1.42E+03,3.38894
1.42E+03,3.683977
1.42E+03,4.024984
1.42E+03,4.401927
1.42E+03,4.824706
1.42E+03,5.296648
1.42E+03,6.252885
1.42E+03,7.383185
1.42E+03,8.69512
1.42E+03,10.16985
1.42E+03,12.88918
1.42E+03,15.9323
1.42E+03,22.17249
1.42E+03,24.67895
1.42E+03,26.56226
1.42E+03,27.48758
1.42E+03,27.86445
1.42E+03,27.87282
1.42E+03,27.86555
1.42E+03,27.74424
1.42E+03,27.47573
1.42E+03,26.53078
1.42E+03,24.82725
1.42E+03,22.634
1.42E+03,17.42791
1.42E+03,14.78978
1.42E+03,12.31466
1.42E+03,10.82984
1.42E+03,9.475091
1.42E+03,8.260468
1.42E+03,7.18941
1.42E+03,6.259786
1.42E+03,5.465083
1.42E+03,4.795615
1.42E+03,4.239669
1.42E+03,3.784511
1.42E+03,3.41723
1.42E+03,3.125384
1.42E+03,2.897468
1.42E+03,2.72321
1.42E+03,2.59373
1.42E+03,2.501583
1.42E+03,2.440733
1.42E+03,2.405054
1.42E+03,2.395379
1.42E+03,2.40873
1.42E+03,2.443337
1.42E+03,2.499765
1.42E+03,2.577415
1.42E+03,2.680108
1.42E+03,2.808221
1.42E+03,2.969035
1.42E+03,3.16373
1.42E+03,3.403619
1.42E+03,3.690323
1.42E+03,4.039875
1.42E+03,4.453436
1.42E+03,4.952172
1.42E+03,5.534938
1.42E+03,5.906326
1.42E+03,6.31151
1.42E+03,6.752294
1.42E+03,7.21929
1.42E+03,8.290859
1.42E+03,9.510343
1.42E+03,10.90722
1.42E+03,12.44479
1.42E+03,14.14238
1.42E+03,15.93677
1.42E+03,18.02334
1.42E+03,20.12085
1.42E+03,24.1163
1.42E+03,25.83575
1.42E+03,27.24523
1.42E+03,28.26907
1.42E+03,28.84991
1.42E+03,28.97395
1.42E+03,28.93787
1.42E+03,28.34556
1.42E+03,27.07437
1.42E+03,25.23097
1.42E+03,22.98211
1.42E+03,19.8148
1.42E+03,16.58125
1.42E+03,13.5201
1.42E+03,10.80911
1.42E+03,9.430004
1.42E+03,8.220523
1.42E+03,7.162408
1.42E+03,6.24855
1.42E+03,5.459795
1.42E+03,4.800701
1.42E+03,4.247252
1.42E+03,3.785075
1.42E+03,3.396442
1.42E+03,3.077515
1.42E+03,2.812327
1.42E+03,2.591264
1.42E+03,2.404251
1.42E+03,2.248732
1.42E+03,2.116883
1.42E+03,2.004251
1.42E+03,1.88888
1.42E+03,1.791438
1.42E+03,1.70821
1.42E+03,1.636376
1.43E+03,1.51878
1.43E+03,1.427064
1.43E+03,1.353006
1.43E+03,1.292604
1.43E+03,1.242088
1.43E+03,1.199715
1.43E+03,1.163449
1.43E+03,1.132415
1.43E+03,1.081804
1.43E+03,1.042502
1.43E+03,1.011301
1.43E+03,0.986198
1.43E+03,0.965565
1.43E+03,0.948004
1.43E+03,0.932728
1.43E+03,0.919516
1.43E+03,0.908148
1.43E+03,0.889478
1.43E+03,0.874911
1.43E+03,0.863188
1.43E+03,0.853679
1.43E+03,0.846012
1.44E+03,0.833754
1.44E+03,0.828303
1.44E+03,0.823877
1.44E+03,0.816454
1.44E+03,0.810955
1.44E+03,0.802193
1.45E+03,0.798245
1.45E+03,0.795669
1.45E+03,0.79095
1.45E+03,0.787964
1.46E+03,0.785699
1.46E+03,0.785795
1.47E+03,0.78803
1.47E+03,0.789617
1.47E+03,0.791968
1.47E+03,0.79419
1.47E+03,0.795935
1.47E+03,0.798534
1.47E+03,0.802804
1.47E+03,0.806086
1.47E+03,0.810534
1.47E+03,0.816782
1.47E+03,0.825423
1.47E+03,0.837659
1.47E+03,0.8455
1.47E+03,0.854531
1.47E+03,0.865386
1.47E+03,0.878133
1.47E+03,0.893053
1.47E+03,0.910043
1.47E+03,0.930205
1.47E+03,0.953546
1.47E+03,0.980454
1.47E+03,1.010604
1.47E+03,1.04578
1.47E+03,1.085778
1.47E+03,1.131031
1.47E+03,1.180775
1.47E+03,1.237675
1.47E+03,1.301055
1.47E+03,1.371263
1.47E+03,1.446797
1.47E+03,1.623342
1.47E+03,1.827557
1.47E+03,2.063141
1.47E+03,2.321951
1.47E+03,3.481654
1.47E+03,3.920903
1.47E+03,4.09936
1.47E+03,4.239539
1.47E+03,4.361043
1.47E+03,4.397265
1.47E+03,4.40295
1.47E+03,4.402097
1.47E+03,4.392722
1.47E+03,4.373075
1.47E+03,4.262231
1.47E+03,4.048145
1.47E+03,3.757633
1.47E+03,3.159549
1.47E+03,2.533852
1.47E+03,2.241287
1.47E+03,1.974179
1.47E+03,1.737806
1.47E+03,1.534645
1.47E+03,1.44473
1.47E+03,1.364773
1.47E+03,1.29109
1.47E+03,1.226398
1.47E+03,1.167518
1.47E+03,1.116447
1.47E+03,1.070509
1.47E+03,1.031119
1.47E+03,0.996081
1.47E+03,0.966359
1.47E+03,0.940195
1.47E+03,0.918221
1.47E+03,0.899061
1.47E+03,0.883114
1.47E+03,0.869325
1.47E+03,0.857938
1.47E+03,0.84816
1.47E+03,0.840134
1.47E+03,0.827674
1.47E+03,0.819005
1.47E+03,0.812973
1.47E+03,0.808748
1.47E+03,0.805748
1.47E+03,0.801957
1.47E+03,0.79835
1.47E+03,0.796769
1.47E+03,0.796017
1.47E+03,0.79606
1.48E+03,0.796717
1.48E+03,0.797822
1.48E+03,0.800358
1.48E+03,0.807435
1.48E+03,0.81268
1.48E+03,0.819199
1.48E+03,0.826094
1.48E+03,0.834755
1.49E+03,0.84627
1.49E+03,0.861241
1.49E+03,0.880733
1.49E+03,0.906438
1.49E+03,0.922245
1.49E+03,0.941219
1.49E+03,0.964283
1.49E+03,0.992352
1.49E+03,1.024899
1.49E+03,1.065075
1.49E+03,1.115912
1.49E+03,1.146675
1.49E+03,1.181715
1.49E+03,1.222182
1.49E+03,1.268881
1.49E+03,1.323673
1.49E+03,1.388109
1.49E+03,1.465383
1.49E+03,1.509844
1.49E+03,1.558521
1.49E+03,1.612868
1.49E+03,1.672832
1.49E+03,1.74034
1.49E+03,1.815498
1.49E+03,1.88188
1.49E+03,1.955138
1.49E+03,2.036275
1.49E+03,2.126485
1.50E+03,2.227183
1.50E+03,2.340052
1.50E+03,2.467087
1.50E+03,2.610651
1.50E+03,2.77353
1.50E+03,2.958978
1.50E+03,3.170767
1.50E+03,3.413202
1.50E+03,3.691117
1.50E+03,4.009814
1.50E+03,4.374952
1.50E+03,4.792333
1.50E+03,5.138171
1.50E+03,5.512477
1.50E+03,6.372919
1.50E+03,7.382589
1.50E+03,8.531272
1.50E+03,9.817617
1.50E+03,11.18854
1.50E+03,13.97848
1.50E+03,15.36076
1.50E+03,16.45993
1.50E+03,17.18051
1.50E+03,17.43943
1.50E+03,17.38637
1.50E+03,17.07523
1.50E+03,16.50644
1.50E+03,15.71694
1.50E+03,14.75518
1.50E+03,12.53511
1.50E+03,10.27964
1.50E+03,8.407664
1.50E+03,7.613531
1.50E+03,6.928035
1.50E+03,6.356211
1.50E+03,5.900895
1.50E+03,5.564591
1.50E+03,5.352442
1.50E+03,5.277769
1.50E+03,5.272233
1.50E+03,5.338696
1.50E+03,5.482101
1.50E+03,5.666422
1.50E+03,5.908536
1.50E+03,6.213899
1.50E+03,6.585421
1.50E+03,7.032435
1.50E+03,7.543474
1.50E+03,8.775173
1.50E+03,10.60529
1.50E+03,12.72073
1.50E+03,17.05388
1.50E+03,18.83177
1.50E+03,19.46592
1.50E+03,19.89097
1.50E+03,20.09785
1.50E+03,19.86978
1.50E+03,19.27673
1.50E+03,18.35548
1.50E+03,17.16276
1.50E+03,15.39817
1.50E+03,13.46948
1.50E+03,9.669162
1.50E+03,8.533845
1.50E+03,7.497247
1.50E+03,6.568463
1.50E+03,5.750399
1.50E+03,5.040881
1.50E+03,4.433875
1.50E+03,3.920718
1.50E+03,3.491218
1.50E+03,3.134592
1.50E+03,2.840194
1.50E+03,2.598025
1.50E+03,2.399064
1.50E+03,2.235422
1.50E+03,2.100388
1.50E+03,1.988377
1.50E+03,1.89578
1.50E+03,1.816877
1.50E+03,1.749877
1.50E+03,1.642878
1.50E+03,1.561732
1.51E+03,1.498453
1.51E+03,1.448073
1.51E+03,1.407406
1.51E+03,1.347439
1.51E+03,1.307568
1.51E+03,1.282248
1.51E+03,1.268324
1.51E+03,1.264145
1.51E+03,1.27148
1.51E+03,1.292631
1.51E+03,1.328802
1.51E+03,1.382954
1.51E+03,1.44296
1.51E+03,1.522172
1.51E+03,1.626867
1.51E+03,1.691687
1.51E+03,1.766638
1.51E+03,1.854956
1.51E+03,1.959554
1.51E+03,2.085113
1.51E+03,2.238534
1.51E+03,2.430354
1.51E+03,2.677069
1.51E+03,2.82862
1.51E+03,3.004578
1.51E+03,3.210387
1.51E+03,3.449738
1.51E+03,3.698182
1.51E+03,3.986876
1.51E+03,4.322767
1.51E+03,4.708177
1.51E+03,5.161088
1.51E+03,5.685417
1.51E+03,6.289624
1.51E+03,6.972359
1.51E+03,7.75804
1.51E+03,8.643855
1.51E+03,9.632878
1.51E+03,10.71075
1.51E+03,11.90167
1.51E+03,13.1681
1.51E+03,15.93847
1.51E+03,18.25318
1.51E+03,20.57206
1.51E+03,22.7788
1.51E+03,24.7383
1.51E+03,26.55351
1.51E+03,27.81025
1.51E+03,28.07213
1.51E+03,28.51945
1.51E+03,28.08617
1.51E+03,27.03964
1.51E+03,25.53669
1.51E+03,23.74521
1.52E+03,21.82434
1.52E+03,19.63163
1.52E+03,17.50618
1.52E+03,15.47491
1.52E+03,13.58704
1.52E+03,11.83624
1.52E+03,10.25536
1.52E+03,8.844203
1.52E+03,7.608514
1.52E+03,6.849951
1.52E+03,6.173681
1.52E+03,5.575399
1.52E+03,5.049515
1.52E+03,4.589582
1.52E+03,4.188737
1.52E+03,3.840087
1.52E+03,3.537007
1.52E+03,3.273354
1.52E+03,3.043583
1.52E+03,2.842802
1.52E+03,2.666763
1.52E+03,2.374926
1.52E+03,2.145203
1.52E+03,2.016154
1.52E+03,1.904457
1.52E+03,1.80715
1.52E+03,1.721871
1.52E+03,1.580152
1.52E+03,1.46822
1.52E+03,1.377622
1.52E+03,1.303511
1.52E+03,1.241625
1.52E+03,1.189669
1.52E+03,1.145387
1.52E+03,1.1075
1.52E+03,1.07489
1.52E+03,1.046734
1.52E+03,1.000401
1.52E+03,0.963685
1.52E+03,0.936833
1.52E+03,0.914495
1.53E+03,0.895741
1.53E+03,0.879878
1.53E+03,0.866395
1.53E+03,0.854996
1.53E+03,0.836211
1.53E+03,0.82076
1.53E+03,0.808815
1.53E+03,0.798982
1.53E+03,0.791094
1.53E+03,0.784878
1.54E+03,0.779995
1.54E+03,0.770898
1.54E+03,0.768037
1.54E+03,0.76607
1.54E+03,0.762951
1.54E+03,0.763327
1.54E+03,0.76505
1.54E+03,0.766874
1.55E+03,0.769474
1.55E+03,0.772729
1.55E+03,0.776842
1.55E+03,0.782686
1.55E+03,0.791552
1.55E+03,0.797682
1.55E+03,0.805453
1.55E+03,0.815543
1.55E+03,0.829166
1.55E+03,0.837995
1.55E+03,0.848836
1.55E+03,0.862555
1.55E+03,0.880533
1.55E+03,0.904969
1.55E+03,0.920624
1.55E+03,0.939319
1.55E+03,0.96178
1.55E+03,0.988899
1.55E+03,1.021756
1.55E+03,1.061649
1.55E+03,1.110124
1.55E+03,1.169002
1.55E+03,1.240398
1.55E+03,1.326746
1.55E+03,1.430801
1.55E+03,1.55564
1.55E+03,1.704644
1.55E+03,1.881459
1.55E+03,2.089942
1.55E+03,2.334074
1.55E+03,2.617856
1.55E+03,2.945169
1.55E+03,3.319619
1.55E+03,3.744349
1.55E+03,4.221838
1.55E+03,4.744373
1.55E+03,5.516539
1.55E+03,6.367496
1.55E+03,7.300251
1.55E+03,8.303856
1.55E+03,10.45551
1.55E+03,12.64103
1.55E+03,13.89175
1.55E+03,15.00888
1.55E+03,15.94485
1.55E+03,16.63018
1.55E+03,17.03786
1.55E+03,17.14833
1.55E+03,17.14247
1.55E+03,17.067
1.55E+03,16.90568
1.55E+03,16.50231
1.55E+03,15.93062
1.55E+03,14.61661
1.55E+03,12.98886
1.55E+03,10.74834
1.55E+03,8.526399
1.55E+03,7.484174
1.55E+03,6.513692
1.55E+03,5.62767
1.55E+03,4.833634
1.55E+03,4.362722
1.55E+03,3.932808
1.55E+03,3.543074
1.55E+03,3.19216
1.55E+03,2.878267
1.55E+03,2.59926
1.55E+03,2.352764
1.55E+03,2.140154
1.55E+03,1.950536
1.55E+03,1.78576
1.55E+03,1.643275
1.55E+03,1.522816
1.55E+03,1.417372
1.55E+03,1.327321
1.55E+03,1.250668
1.55E+03,1.18675
1.55E+03,1.131452
1.55E+03,1.084677
1.55E+03,1.045142
1.55E+03,1.011726
1.55E+03,0.983458
1.55E+03,0.959504
1.55E+03,0.939152
1.55E+03,0.92211
1.55E+03,0.894385
1.55E+03,0.873793
1.55E+03,0.857792
1.55E+03,0.845259
1.55E+03,0.834978
1.55E+03,0.826427
1.55E+03,0.812947
1.55E+03,0.802621
1.55E+03,0.7944
1.55E+03,0.787694
1.56E+03,0.782131
1.56E+03,0.773434
1.56E+03,0.766781
1.56E+03,0.76132
1.56E+03,0.756737
1.56E+03,0.753024
1.56E+03,0.747716
1.56E+03,0.74412
1.56E+03,0.741664
1.56E+03,0.739998
1.56E+03,0.736812
1.57E+03,0.730899
1.57E+03,0.730711
1.57E+03,0.731201
1.57E+03,0.732428
1.58E+03,0.735049
1.58E+03,0.737076
1.58E+03,0.739843
1.58E+03,0.743425
1.58E+03,0.747874
1.58E+03,0.753688
1.58E+03,0.757432
1.58E+03,0.762006
1.58E+03,0.767691
1.58E+03,0.774896
1.58E+03,0.784312
1.58E+03,0.790221
1.58E+03,0.797273
1.58E+03,0.805974
1.58E+03,0.816824
1.58E+03,0.830894
1.58E+03,0.849726
1.58E+03,0.861619
1.58E+03,0.87566
1.58E+03,0.892323
1.58E+03,0.912179
1.58E+03,0.935911
1.58E+03,0.964332
1.58E+03,0.998395
1.58E+03,1.039218
1.58E+03,1.088085
1.58E+03,1.146469
1.58E+03,1.216031
1.58E+03,1.298627
1.58E+03,1.3963
1.58E+03,1.51127
1.58E+03,1.645909
1.58E+03,1.802707
1.58E+03,1.984227
1.58E+03,2.193044
1.58E+03,2.431669
1.58E+03,2.702467
1.58E+03,3.007553
1.58E+03,3.34869
1.58E+03,3.727164
1.58E+03,4.143671
1.58E+03,4.734953
1.58E+03,5.377503
1.58E+03,6.830207
1.58E+03,8.432421
1.58E+03,10.07125
1.58E+03,11.60987
1.58E+03,12.86556
1.58E+03,13.41056
1.58E+03,13.78745
1.58E+03,14.00268
1.58E+03,14.01942
1.58E+03,14.01821
1.58E+03,13.99901
1.58E+03,13.95653
1.58E+03,13.80275
1.58E+03,13.08297
1.58E+03,11.9524
1.58E+03,10.53286
1.58E+03,6.463498
1.58E+03,5.545579
1.58E+03,4.723241
1.58E+03,3.995592
1.58E+03,3.36601
1.58E+03,3.028944
1.58E+03,2.72671
1.58E+03,2.457674
1.58E+03,2.223917
1.58E+03,2.014604
1.58E+03,1.835075
1.58E+03,1.67629
1.58E+03,1.541686
1.58E+03,1.423938
1.58E+03,1.325142
1.58E+03,1.239528
1.58E+03,1.168301
1.58E+03,1.107035
1.58E+03,1.056382
1.58E+03,1.013027
1.58E+03,0.977308
1.58E+03,0.946792
1.58E+03,0.921653
1.58E+03,0.900138
1.58E+03,0.882349
1.58E+03,0.867036
1.58E+03,0.854277
1.58E+03,0.833839
1.58E+03,0.818575
1.58E+03,0.806833
1.58E+03,0.797521
1.59E+03,0.789923
1.59E+03,0.77815
1.59E+03,0.76933
1.59E+03,0.762426
1.59E+03,0.756878
1.59E+03,0.752341
1.59E+03,0.748581
1.59E+03,0.742742
1.59E+03,0.738472
1.59E+03,0.735389
1.59E+03,0.733246
1.59E+03,0.731736
1.59E+03,0.729623
1.59E+03,0.729175
1.59E+03,0.729378
1.59E+03,0.73022
1.59E+03,0.731546
1.59E+03,0.734038
1.59E+03,0.735994
1.59E+03,0.738643
1.59E+03,0.742217
1.59E+03,0.746943
1.59E+03,0.753319
1.59E+03,0.76176
1.59E+03,0.772839
1.59E+03,0.787025
1.59E+03,0.805484
1.59E+03,0.828955
1.59E+03,0.85844
1.59E+03,0.894477
1.59E+03,0.939116
1.59E+03,0.993
1.59E+03,1.057113
1.59E+03,1.132264
1.59E+03,1.218999
1.59E+03,1.317503
1.59E+03,1.427515
1.59E+03,1.546587
1.59E+03,1.813844
1.59E+03,2.097702
1.59E+03,2.375152
1.59E+03,2.611103
1.59E+03,2.721183
1.59E+03,2.799395
1.59E+03,2.840013
1.59E+03,2.844432
1.59E+03,2.851799
1.59E+03,2.850051
1.59E+03,2.837955
1.59E+03,2.775355
1.59E+03,2.682226
1.59E+03,2.560079
1.59E+03,2.250187
1.59E+03,1.727553
1.59E+03,1.488809
1.59E+03,1.381565
1.59E+03,1.28505
1.59E+03,1.196931
1.59E+03,1.118784
1.59E+03,1.050407
1.59E+03,0.991351
1.59E+03,0.940981
1.59E+03,0.898535
1.59E+03,0.86318
1.59E+03,0.834435
1.59E+03,0.81063
1.59E+03,0.79142
1.59E+03,0.776062
1.59E+03,0.763889
1.60E+03,0.754313
1.60E+03,0.746829
1.60E+03,0.74101
1.60E+03,0.736557
1.60E+03,0.733056
1.60E+03,0.730346
1.60E+03,0.726598
1.60E+03,0.724269
1.60E+03,0.722756
1.60E+03,0.720887
1.60E+03,0.719694
1.60E+03,0.71794
1.60E+03,0.715579
1.60E+03,0.713956
1.60E+03,0.713115
1.60E+03,0.714908
1.61E+03,0.716031
1.61E+03,0.717768
1.61E+03,0.719738
1.61E+03,0.723264
1.61E+03,0.725888
1.61E+03,0.729332
1.61E+03,0.733999
1.61E+03,0.737054
1.61E+03,0.740907
1.61E+03,0.746066
1.61E+03,0.753293
1.61E+03,0.758154
1.61E+03,0.764175
1.61E+03,0.771711
1.61E+03,0.781067
1.61E+03,0.793094
1.61E+03,0.808403
1.61E+03,0.827909
1.61E+03,0.852329
1.61E+03,0.883717
1.61E+03,0.922725
1.61E+03,0.946507
1.61E+03,0.972357
1.61E+03,1.033268
1.61E+03,1.109648
1.61E+03,1.203372
1.61E+03,1.317308
1.61E+03,1.452281
1.61E+03,1.615234
1.61E+03,1.807255
1.61E+03,2.030967
1.61E+03,2.284549
1.61E+03,2.576949
1.61E+03,2.905331
1.61E+03,3.269264
1.61E+03,3.661067
1.61E+03,4.536855
1.61E+03,5.490943
1.61E+03,6.847206
1.61E+03,7.463062
1.61E+03,7.995904
1.61E+03,8.364001
1.61E+03,8.634776
1.61E+03,8.807268
1.61E+03,8.842992
1.61E+03,8.84318
1.61E+03,8.841878
1.61E+03,8.820571
1.61E+03,8.774876
1.61E+03,8.571398
1.61E+03,8.199657
1.61E+03,7.702492
1.61E+03,6.776526
1.61E+03,5.736313
1.61E+03,4.689867
1.61E+03,3.724829
1.61E+03,3.057254
1.61E+03,2.761158
1.61E+03,2.491288
1.61E+03,2.247654
1.61E+03,2.029728
1.61E+03,1.83653
1.61E+03,1.66673
1.61E+03,1.518739
1.61E+03,1.390793
1.61E+03,1.281035
1.61E+03,1.18758
1.61E+03,1.10857
1.61E+03,1.042221
1.61E+03,0.986852
1.61E+03,0.940913
1.61E+03,0.902996
1.61E+03,0.871843
1.61E+03,0.846344
1.61E+03,0.825532
1.61E+03,0.808579
1.61E+03,0.794779
1.61E+03,0.783539
1.61E+03,0.774368
1.61E+03,0.766858
1.61E+03,0.760679
1.61E+03,0.751291
1.61E+03,0.744637
1.61E+03,0.739764
1.61E+03,0.735983
1.62E+03,0.732963
1.62E+03,0.728379
1.62E+03,0.72501
1.62E+03,0.72243
1.62E+03,0.718778
1.62E+03,0.716472
1.62E+03,0.713758
1.62E+03,0.711635
1.62E+03,0.709587
1.62E+03,0.707986
1.62E+03,0.707163
1.62E+03,0.706873
1.63E+03,0.706308
1.63E+03,0.706067
1.63E+03,0.706707
1.63E+03,0.710333
1.64E+03,0.71406
1.64E+03,0.716402
1.64E+03,0.718688
1.64E+03,0.721936
1.64E+03,0.72629
1.64E+03,0.732405
1.64E+03,0.740276
1.64E+03,0.745168
1.64E+03,0.751215
1.64E+03,0.759043
1.64E+03,0.769504
1.64E+03,0.776274
1.64E+03,0.784551
1.64E+03,0.795201
1.64E+03,0.80989
1.64E+03,0.819777
1.64E+03,0.832229
1.64E+03,0.84828
1.64E+03,0.869134
1.64E+03,0.897231
1.64E+03,0.914546
1.64E+03,0.93465
1.64E+03,0.958543
1.64E+03,0.985771
1.64E+03,1.017395
1.64E+03,1.054086
1.64E+03,1.097567
1.64E+03,1.146865
1.64E+03,1.205025
1.64E+03,1.270623
1.64E+03,1.347552
1.64E+03,1.433748
1.64E+03,1.531882
1.64E+03,1.643175
1.64E+03,1.771712
1.64E+03,1.913411
1.64E+03,2.072025
1.64E+03,2.248744
1.64E+03,2.449065
1.64E+03,2.665659
1.64E+03,3.162781
1.64E+03,3.761849
1.64E+03,4.445619
1.65E+03,5.214248
1.65E+03,6.055551
1.65E+03,7.881965
1.65E+03,9.67325
1.65E+03,10.68718
1.65E+03,11.48004
1.65E+03,12.00322
1.65E+03,12.14443
1.65E+03,12.14742
1.65E+03,12.1469
1.65E+03,12.13343
1.65E+03,12.10195
1.65E+03,11.98569
1.65E+03,11.49842
1.65E+03,10.63364
1.65E+03,9.524331
1.65E+03,7.614705
1.65E+03,5.73641
1.65E+03,4.885252
1.65E+03,4.131438
1.65E+03,3.470135
1.65E+03,2.916993
1.65E+03,2.597021
1.65E+03,2.323741
1.65E+03,2.089263
1.65E+03,1.890303
1.65E+03,1.723341
1.65E+03,1.584788
1.65E+03,1.47112
1.65E+03,1.378981
1.65E+03,1.304282
1.65E+03,1.246367
1.65E+03,1.201505
1.65E+03,1.16752
1.65E+03,1.142549
1.65E+03,1.125028
1.65E+03,1.113665
1.65E+03,1.107414
1.65E+03,1.107163
1.65E+03,1.119719
1.65E+03,1.142744
1.65E+03,1.175658
1.65E+03,1.219666
1.65E+03,1.276359
1.65E+03,1.349893
1.65E+03,1.446297
1.65E+03,1.506689
1.65E+03,1.575642
1.65E+03,1.655734
1.65E+03,1.749039
1.65E+03,1.857989
1.65E+03,1.985406
1.65E+03,2.134531
1.65E+03,2.309038
1.65E+03,2.522932
1.65E+03,2.77419
1.65E+03,3.068422
1.65E+03,3.411578
1.65E+03,3.809808
1.65E+03,4.26927
1.65E+03,4.795883
1.65E+03,5.395032
1.65E+03,6.071223
1.65E+03,6.827705
1.65E+03,7.66607
1.65E+03,8.585854
1.65E+03,9.584156
1.65E+03,10.65531
1.65E+03,12.9611
1.65E+03,16.72667
1.65E+03,20.25409
1.65E+03,21.90241
1.65E+03,23.12624
1.65E+03,23.76621
1.65E+03,23.9827
1.65E+03,23.96774
1.65E+03,23.77491
1.65E+03,23.36523
1.65E+03,21.95145
1.65E+03,20.65149
1.65E+03,19.14876
1.65E+03,15.75294
1.65E+03,12.29494
1.65E+03,10.67099
1.65E+03,9.188702
1.65E+03,7.840628
1.65E+03,6.665171
1.65E+03,5.63982
1.65E+03,4.77906
1.65E+03,4.209882
1.65E+03,3.72511
1.65E+03,3.304282
1.65E+03,2.950809
1.65E+03,2.647542
1.65E+03,2.395206
1.65E+03,2.182802
1.65E+03,2.004277
1.65E+03,1.85242
1.65E+03,1.726476
1.65E+03,1.618934
1.65E+03,1.529169
1.65E+03,1.451844
1.65E+03,1.386598
1.65E+03,1.330385
1.65E+03,1.28162
1.65E+03,1.20105
1.66E+03,1.137925
1.66E+03,1.087181
1.66E+03,1.045744
1.66E+03,1.010837
1.66E+03,0.9814
1.66E+03,0.955944
1.66E+03,0.934005
1.66E+03,0.906523
1.66E+03,0.883669
1.66E+03,0.864315
1.66E+03,0.847744
1.66E+03,0.833375
1.66E+03,0.820949
1.66E+03,0.800597
1.66E+03,0.784823
1.66E+03,0.772361
1.66E+03,0.762104
1.66E+03,0.753472
1.66E+03,0.746177
1.66E+03,0.740087
1.66E+03,0.734981
1.66E+03,0.730743
1.66E+03,0.724212
1.66E+03,0.718839
1.66E+03,0.714241
1.66E+03,0.711403
1.67E+03,0.708565
1.67E+03,0.706013
1.67E+03,0.704868
1.67E+03,0.704656
1.67E+03,0.70587
1.67E+03,0.708719
1.67E+03,0.710963
1.67E+03,0.713899
1.67E+03,0.717777
1.67E+03,0.723099
1.67E+03,0.726682
1.67E+03,0.731234
1.67E+03,0.737373
1.67E+03,0.746229
1.67E+03,0.752372
1.67E+03,0.760062
1.67E+03,0.769934
1.67E+03,0.782751
1.67E+03,0.799527
1.67E+03,0.821581
1.67E+03,0.835279
1.67E+03,0.850606
1.67E+03,0.868616
1.67E+03,0.888738
1.67E+03,0.912328
1.67E+03,0.939313
1.67E+03,0.970124
1.67E+03,1.00432
1.67E+03,1.044109
1.67E+03,1.088066
1.67E+03,1.138957
1.67E+03,1.194882
1.67E+03,1.259265
1.67E+03,1.329602
1.67E+03,1.410081
1.67E+03,1.497441
1.67E+03,1.596741
1.67E+03,1.703801
1.67E+03,1.953994
1.67E+03,2.256904
1.67E+03,2.609185
1.67E+03,3.016871
1.67E+03,3.480772
1.67E+03,3.999376
1.68E+03,4.568441
1.68E+03,5.825689
1.68E+03,7.538301
1.68E+03,8.351267
1.68E+03,9.068228
1.68E+03,9.570134
1.68E+03,9.959774
1.68E+03,10.26344
1.68E+03,10.33878
1.68E+03,10.34523
1.68E+03,10.3435
1.68E+03,10.32054
1.68E+03,10.27106
1.68E+03,9.997962
1.68E+03,9.592754
1.68E+03,9.064587
1.68E+03,8.167613
1.68E+03,7.161063
1.68E+03,5.0998
1.68E+03,4.427948
1.68E+03,3.818304
1.68E+03,3.265822
1.68E+03,2.786969
