Energy [eV],W Capture [b]
1.68E+03,2.371401
1.68E+03,2.188771
1.68E+03,2.025728
1.68E+03,1.874184
1.68E+03,1.737243
1.68E+03,1.614056
1.68E+03,1.506047
1.68E+03,1.407402
1.68E+03,1.319787
1.68E+03,1.242277
1.68E+03,1.175394
1.68E+03,1.115241
1.68E+03,1.062604
1.68E+03,1.016694
1.68E+03,0.977601
1.68E+03,0.942877
1.68E+03,0.912842
1.68E+03,0.886923
1.68E+03,0.865059
1.68E+03,0.845794
1.68E+03,0.829245
1.68E+03,0.81504
1.68E+03,0.8031
1.68E+03,0.7926
1.68E+03,0.78358
1.68E+03,0.769276
1.68E+03,0.758468
1.68E+03,0.750389
1.68E+03,0.744122
1.68E+03,0.739298
1.68E+03,0.732427
1.68E+03,0.728183
1.68E+03,0.726138
1.68E+03,0.726057
1.68E+03,0.726784
1.68E+03,0.728547
1.68E+03,0.731676
1.68E+03,0.734835
1.68E+03,0.739025
1.68E+03,0.744461
1.68E+03,0.751269
1.68E+03,0.759963
1.68E+03,0.770778
1.68E+03,0.784085
1.68E+03,0.800007
1.68E+03,0.819515
1.68E+03,0.842844
1.68E+03,0.870489
1.68E+03,0.902378
1.68E+03,0.940058
1.68E+03,0.982743
1.68E+03,1.032264
1.68E+03,1.087329
1.68E+03,1.150013
1.68E+03,1.219575
1.68E+03,1.295982
1.68E+03,1.377617
1.68E+03,1.56004
1.68E+03,1.761247
1.68E+03,2.182906
1.68E+03,2.375624
1.68E+03,2.537706
1.68E+03,2.632187
1.68E+03,2.696511
1.68E+03,2.722905
1.68E+03,2.729906
1.68E+03,2.728261
1.68E+03,2.717525
1.68E+03,2.677029
1.68E+03,2.559167
1.68E+03,2.38827
1.68E+03,2.168245
1.68E+03,1.929962
1.68E+03,1.690152
1.68E+03,1.46865
1.68E+03,1.367085
1.68E+03,1.27351
1.68E+03,1.188466
1.68E+03,1.113226
1.68E+03,1.045537
1.68E+03,0.987099
1.68E+03,0.935754
1.68E+03,0.892427
1.68E+03,0.855189
1.68E+03,0.824017
1.68E+03,0.798185
1.68E+03,0.777263
1.68E+03,0.75997
1.68E+03,0.746024
1.68E+03,0.734865
1.68E+03,0.726111
1.68E+03,0.71908
1.68E+03,0.71355
1.68E+03,0.709215
1.68E+03,0.705864
1.68E+03,0.701125
1.68E+03,0.698152
1.68E+03,0.696203
1.68E+03,0.694867
1.69E+03,0.693076
1.69E+03,0.690747
1.69E+03,0.68899
1.69E+03,0.687703
1.69E+03,0.685111
1.69E+03,0.683161
1.70E+03,0.679602
1.71E+03,0.678211
1.71E+03,0.679264
1.72E+03,0.681075
1.72E+03,0.682586
1.72E+03,0.685076
1.72E+03,0.688314
1.72E+03,0.690331
1.72E+03,0.693065
1.72E+03,0.695011
1.72E+03,0.697712
1.72E+03,0.701755
1.72E+03,0.704577
1.72E+03,0.708201
1.72E+03,0.712977
1.72E+03,0.719165
1.72E+03,0.727315
1.72E+03,0.73807
1.72E+03,0.752456
1.72E+03,0.771156
1.72E+03,0.782723
1.72E+03,0.795595
1.72E+03,0.810635
1.72E+03,0.827305
1.72E+03,0.846698
1.72E+03,0.868676
1.72E+03,0.893517
1.72E+03,0.920777
1.72E+03,0.952159
1.72E+03,0.987329
1.72E+03,1.026623
1.72E+03,1.069234
1.72E+03,1.117689
1.72E+03,1.171303
1.72E+03,1.293682
1.72E+03,1.440046
1.72E+03,1.61259
1.72E+03,1.815686
1.72E+03,2.045145
1.72E+03,2.303203
1.72E+03,2.588529
1.72E+03,3.232946
1.72E+03,3.930466
1.72E+03,4.817021
1.72E+03,5.203079
1.72E+03,5.524306
1.72E+03,5.712436
1.72E+03,5.84651
1.72E+03,5.873029
1.72E+03,5.924072
1.72E+03,5.938079
1.72E+03,5.936688
1.72E+03,5.924298
1.72E+03,5.90006
1.72E+03,5.777597
1.72E+03,5.576568
1.72E+03,5.309972
1.72E+03,4.6962
1.72E+03,3.986574
1.72E+03,3.265654
1.72E+03,2.606265
1.72E+03,2.309169
1.72E+03,2.044451
1.72E+03,1.807057
1.72E+03,1.602885
1.72E+03,1.425875
1.72E+03,1.278498
1.72E+03,1.213554
1.72E+03,1.154643
1.72E+03,1.101397
1.72E+03,1.054555
1.72E+03,1.011404
1.72E+03,0.972804
1.72E+03,0.93839
1.72E+03,0.908508
1.72E+03,0.881327
1.72E+03,0.857312
1.72E+03,0.836154
1.72E+03,0.817987
1.72E+03,0.801638
1.72E+03,0.787338
1.72E+03,0.774859
1.72E+03,0.764235
1.72E+03,0.754747
1.72E+03,0.746506
1.72E+03,0.733297
1.72E+03,0.723232
1.72E+03,0.715743
1.72E+03,0.71001
1.72E+03,0.705694
1.72E+03,0.702328
1.72E+03,0.699729
1.72E+03,0.695967
1.72E+03,0.69342
1.72E+03,0.691577
1.72E+03,0.689061
1.73E+03,0.686098
1.73E+03,0.684023
1.73E+03,0.680882
1.73E+03,0.680143
1.73E+03,0.679952
1.73E+03,0.67981
1.73E+03,0.679846
1.74E+03,0.685717
1.75E+03,0.692482
1.75E+03,0.701461
1.75E+03,0.711835
1.75E+03,0.720327
1.76E+03,0.7304
1.76E+03,0.744181
1.76E+03,0.752883
1.76E+03,0.763049
1.76E+03,0.775008
1.76E+03,0.788975
1.76E+03,0.805823
1.76E+03,0.826545
1.76E+03,0.852225
1.76E+03,0.884328
1.76E+03,0.903455
1.76E+03,0.925136
1.76E+03,0.949903
1.76E+03,0.978413
1.76E+03,1.020581
1.77E+03,1.071845
1.77E+03,1.134939
1.77E+03,1.171988
1.77E+03,1.213528
1.77E+03,1.260501
1.77E+03,1.313403
1.77E+03,1.373755
1.77E+03,1.442378
1.77E+03,1.521482
1.77E+03,1.612439
1.77E+03,1.71806
1.77E+03,1.841436
1.77E+03,2.002793
1.77E+03,2.195818
1.77E+03,2.429406
1.77E+03,2.710305
1.77E+03,3.049688
1.77E+03,3.453136
1.77E+03,3.926595
1.77E+03,4.467942
1.77E+03,5.453187
1.77E+03,6.435237
1.77E+03,6.854921
1.77E+03,7.181898
1.77E+03,7.390605
1.77E+03,7.462234
1.77E+03,7.404655
1.77E+03,7.270848
1.77E+03,7.066224
1.77E+03,6.489615
1.77E+03,5.772672
1.77E+03,5.022176
1.77E+03,4.312044
1.77E+03,3.691358
1.77E+03,3.172873
1.77E+03,2.752413
1.77E+03,2.503122
1.78E+03,2.291774
1.78E+03,2.112623
1.78E+03,1.960492
1.78E+03,1.830907
1.78E+03,1.720093
1.78E+03,1.624909
1.78E+03,1.542765
1.78E+03,1.471533
1.78E+03,1.409481
1.78E+03,1.307563
1.78E+03,1.228662
1.78E+03,1.167158
1.78E+03,1.127767
1.78E+03,1.095621
1.78E+03,1.069459
1.78E+03,1.048618
1.78E+03,1.020237
1.78E+03,1.006889
1.78E+03,1.005708
1.78E+03,1.010914
1.78E+03,1.023036
1.78E+03,1.043203
1.78E+03,1.073538
1.78E+03,1.11728
1.78E+03,1.179144
1.79E+03,1.21897
1.79E+03,1.266475
1.79E+03,1.33965
1.79E+03,1.432922
1.79E+03,1.553959
1.79E+03,1.628345
1.79E+03,1.714541
1.79E+03,1.815118
1.79E+03,1.93335
1.79E+03,2.073412
1.79E+03,2.240607
1.79E+03,2.441609
1.79E+03,2.684671
1.79E+03,2.97974
1.79E+03,3.338364
1.79E+03,3.773247
1.79E+03,4.297324
1.79E+03,4.922189
1.79E+03,5.655866
1.79E+03,6.500023
1.79E+03,7.446953
1.79E+03,8.476888
1.79E+03,9.556367
1.79E+03,11.20264
1.79E+03,12.63109
1.79E+03,13.19934
1.79E+03,13.62831
1.79E+03,13.90457
1.79E+03,14.01679
1.79E+03,13.99178
1.79E+03,13.71516
1.79E+03,13.17998
1.79E+03,12.45229
1.79E+03,11.62245
1.79E+03,10.7933
1.79E+03,10.0949
1.79E+03,9.646949
1.79E+03,9.555958
1.79E+03,9.573591
1.79E+03,9.772196
1.79E+03,10.1843
1.79E+03,10.8357
1.79E+03,11.72249
1.79E+03,12.70083
1.79E+03,13.855
1.79E+03,16.60958
1.79E+03,19.73269
1.79E+03,22.84052
1.79E+03,25.03794
1.79E+03,26.67023
1.79E+03,27.59103
1.79E+03,27.67626
1.79E+03,27.65546
1.79E+03,27.45438
1.79E+03,27.069
1.79E+03,26.00781
1.79E+03,24.51062
1.79E+03,20.98788
1.79E+03,16.95394
1.79E+03,14.21575
1.79E+03,11.65909
1.79E+03,9.387045
1.79E+03,8.376853
1.79E+03,7.468224
1.79E+03,6.63401
1.79E+03,5.887007
1.79E+03,5.223904
1.79E+03,4.648243
1.79E+03,4.137101
1.79E+03,3.693622
1.79E+03,3.311329
1.79E+03,2.988199
1.79E+03,2.618358
1.80E+03,2.32548
1.80E+03,2.091822
1.80E+03,1.905827
1.80E+03,1.757671
1.80E+03,1.639212
1.80E+03,1.543845
1.80E+03,1.46632
1.80E+03,1.401886
1.80E+03,1.348769
1.80E+03,1.265132
1.80E+03,1.201692
1.80E+03,1.151175
1.80E+03,1.109244
1.80E+03,1.07392
1.80E+03,1.016755
1.80E+03,0.972128
1.80E+03,0.936129
1.80E+03,0.906367
1.80E+03,0.881554
1.80E+03,0.860611
1.80E+03,0.842763
1.80E+03,0.813689
1.80E+03,0.790645
1.80E+03,0.773765
1.80E+03,0.759818
1.80E+03,0.748145
1.80E+03,0.738266
1.80E+03,0.729808
1.80E+03,0.722571
1.81E+03,0.711203
1.81E+03,0.70204
1.81E+03,0.694402
1.81E+03,0.688877
1.81E+03,0.68472
1.81E+03,0.683352
1.81E+03,0.683431
1.81E+03,0.683908
1.81E+03,0.685183
1.81E+03,0.686439
1.81E+03,0.688511
1.81E+03,0.692071
1.81E+03,0.694781
1.81E+03,0.698425
1.81E+03,0.703348
1.81E+03,0.71001
1.81E+03,0.719014
1.81E+03,0.73114
1.81E+03,0.747376
1.81E+03,0.757535
1.81E+03,0.768946
1.81E+03,0.782352
1.82E+03,0.797335
1.82E+03,0.814843
1.82E+03,0.8343
1.82E+03,0.8569
1.82E+03,0.881864
1.82E+03,0.910672
1.82E+03,0.942283
1.82E+03,0.978515
1.82E+03,1.017993
1.82E+03,1.062917
1.82E+03,1.111506
1.82E+03,1.225282
1.82E+03,1.361556
1.82E+03,1.522132
1.82E+03,1.708159
1.82E+03,1.919889
1.82E+03,2.156461
1.82E+03,2.415702
1.82E+03,2.694005
1.82E+03,3.875751
1.82E+03,4.373086
1.82E+03,4.574916
1.82E+03,4.737023
1.82E+03,4.878691
1.82E+03,4.92576
1.82E+03,4.936055
1.82E+03,4.935081
1.82E+03,4.925325
1.82E+03,4.905866
1.82E+03,4.801933
1.82E+03,4.601434
1.82E+03,4.326065
1.82E+03,3.821751
1.82E+03,3.260438
1.82E+03,2.696138
1.82E+03,2.184011
1.82E+03,1.95501
1.82E+03,1.748309
1.82E+03,1.564859
1.82E+03,1.406494
1.82E+03,1.268472
1.82E+03,1.152852
1.82E+03,1.054952
1.82E+03,0.975186
1.82E+03,0.913816
1.82E+03,0.864273
1.82E+03,0.823593
1.82E+03,0.791376
1.82E+03,0.765385
1.82E+03,0.745125
1.82E+03,0.72919
1.82E+03,0.716716
1.82E+03,0.706866
1.82E+03,0.699303
1.82E+03,0.693399
1.82E+03,0.688773
1.82E+03,0.682186
1.82E+03,0.677951
1.82E+03,0.675028
1.82E+03,0.67291
1.82E+03,0.669954
1.82E+03,0.666397
1.82E+03,0.662018
1.82E+03,0.658443
1.82E+03,0.65621
1.83E+03,0.654709
1.83E+03,0.651822
1.83E+03,0.649204
1.83E+03,0.647597
1.84E+03,0.644567
1.84E+03,0.641549
1.85E+03,0.639602
1.86E+03,0.636507
1.86E+03,0.638055
1.86E+03,0.638956
1.86E+03,0.640683
1.87E+03,0.643721
1.87E+03,0.645954
1.87E+03,0.648883
1.87E+03,0.65302
1.87E+03,0.655882
1.87E+03,0.659664
1.87E+03,0.665112
1.87E+03,0.668868
1.87E+03,0.673692
1.87E+03,0.680029
1.87E+03,0.68851
1.87E+03,0.70002
1.87E+03,0.707194
1.87E+03,0.715584
1.87E+03,0.725622
1.87E+03,0.737146
1.87E+03,0.750925
1.87E+03,0.766718
1.87E+03,0.785551
1.87E+03,0.807059
1.87E+03,0.832599
1.87E+03,0.861621
1.87E+03,0.895889
1.87E+03,0.934589
1.87E+03,0.979979
1.87E+03,1.030875
1.87E+03,1.090119
1.87E+03,1.156023
1.87E+03,1.230459
1.87E+03,1.314169
1.87E+03,1.409961
1.87E+03,1.514659
1.87E+03,1.633344
1.87E+03,1.761816
1.87E+03,1.906013
1.87E+03,2.060523
1.87E+03,2.4141
1.87E+03,2.823576
1.87E+03,3.287002
1.87E+03,3.798856
1.87E+03,4.34383
1.87E+03,5.890628
1.87E+03,6.614985
1.87E+03,7.238129
1.87E+03,7.565105
1.87E+03,7.815525
1.87E+03,7.997247
1.87E+03,8.051402
1.87E+03,8.0552
1.87E+03,8.054001
1.87E+03,8.03525
1.87E+03,7.995207
1.87E+03,7.798814
1.87E+03,7.476759
1.87E+03,7.046833
1.87E+03,6.284233
1.87E+03,5.429072
1.87E+03,4.552595
1.87E+03,3.719886
1.87E+03,3.150808
1.87E+03,2.646344
1.87E+03,2.212654
1.87E+03,2.022737
1.87E+03,1.853372
1.87E+03,1.697717
1.87E+03,1.558305
1.87E+03,1.434232
1.87E+03,1.32449
1.87E+03,1.228002
1.87E+03,1.143657
1.87E+03,1.070337
1.87E+03,1.008012
1.87E+03,0.953325
1.87E+03,0.906504
1.87E+03,0.8666
1.87E+03,0.832734
1.87E+03,0.804101
1.87E+03,0.779975
1.87E+03,0.759705
1.87E+03,0.742997
1.87E+03,0.728734
1.87E+03,0.71681
1.87E+03,0.706845
1.87E+03,0.69865
1.87E+03,0.691648
1.87E+03,0.68577
1.87E+03,0.676697
1.87E+03,0.670064
1.87E+03,0.66514
1.87E+03,0.661375
1.87E+03,0.65843
1.87E+03,0.654009
1.87E+03,0.650854
1.87E+03,0.646599
1.87E+03,0.64392
1.88E+03,0.640459
1.88E+03,0.637602
1.88E+03,0.635068
1.88E+03,0.633452
1.88E+03,0.631325
1.89E+03,0.629702
1.89E+03,0.630703
1.90E+03,0.632226
1.90E+03,0.634346
1.90E+03,0.636991
1.90E+03,0.639253
1.91E+03,0.642438
1.91E+03,0.64946
1.91E+03,0.654126
1.91E+03,0.66147
1.91E+03,0.671451
1.91E+03,0.677999
1.91E+03,0.686318
1.91E+03,0.697048
1.91E+03,0.710921
1.91E+03,0.729241
1.91E+03,0.740787
1.91E+03,0.754472
1.91E+03,0.771084
1.91E+03,0.791544
1.91E+03,0.817333
1.91E+03,0.850905
1.91E+03,0.871875
1.91E+03,0.896717
1.92E+03,0.926674
1.92E+03,0.963518
1.92E+03,1.00979
1.92E+03,1.069097
1.92E+03,1.105151
1.92E+03,1.1465
1.92E+03,1.194077
1.92E+03,1.247999
1.92E+03,1.311293
1.92E+03,1.384543
1.92E+03,1.46936
1.92E+03,1.567548
1.92E+03,1.681113
1.92E+03,1.812254
1.92E+03,1.963359
1.92E+03,2.136978
1.92E+03,2.3358
1.92E+03,2.562606
1.92E+03,2.820217
1.92E+03,3.111423
1.92E+03,3.438905
1.92E+03,3.805142
1.92E+03,4.212298
1.92E+03,4.662119
1.92E+03,5.4237
1.92E+03,6.276096
1.92E+03,7.234848
1.92E+03,8.270973
1.92E+03,9.393384
1.92E+03,10.55829
1.92E+03,12.96061
1.92E+03,15.02913
1.92E+03,16.77388
1.92E+03,17.55022
1.92E+03,18.12784
1.92E+03,18.60297
1.92E+03,18.61713
1.92E+03,18.58873
1.92E+03,18.44327
1.92E+03,17.83747
1.92E+03,16.80108
1.92E+03,15.5529
1.92E+03,13.10375
1.92E+03,12.205
1.92E+03,11.60918
1.92E+03,11.46685
1.92E+03,11.28561
1.92E+03,11.19728
1.92E+03,11.16253
1.92E+03,11.14067
1.92E+03,11.03465
1.92E+03,10.91249
1.92E+03,10.78308
1.92E+03,10.7634
1.92E+03,10.69493
1.92E+03,10.61946
1.92E+03,10.44709
1.92E+03,9.900634
1.92E+03,9.06829
1.92E+03,8.076739
1.92E+03,6.315568
1.92E+03,5.448143
1.92E+03,4.632558
1.92E+03,3.893228
1.92E+03,3.245409
1.92E+03,2.958143
1.92E+03,2.695543
1.92E+03,2.457248
1.92E+03,2.242542
1.92E+03,2.005026
1.92E+03,1.80053
1.92E+03,1.626194
1.92E+03,1.478948
1.92E+03,1.35566
1.92E+03,1.253256
1.92E+03,1.168811
1.92E+03,1.100459
1.92E+03,1.043901
1.92E+03,0.997988
1.92E+03,0.960824
1.92E+03,0.931146
1.92E+03,0.906786
1.92E+03,0.887055
1.92E+03,0.858072
1.92E+03,0.83832
1.92E+03,0.824634
1.92E+03,0.814715
1.92E+03,0.807448
1.92E+03,0.797996
1.92E+03,0.79329
1.92E+03,0.792274
1.92E+03,0.794916
1.92E+03,0.801122
1.93E+03,0.81108
1.93E+03,0.82526
1.93E+03,0.844478
1.93E+03,0.87006
1.93E+03,0.903989
1.93E+03,0.925233
1.93E+03,0.94986
1.93E+03,0.97897
1.93E+03,1.013235
1.93E+03,1.054513
1.93E+03,1.104235
1.93E+03,1.165794
1.93E+03,1.242285
1.93E+03,1.340202
1.93E+03,1.399354
1.93E+03,1.465961
1.93E+03,1.543142
1.93E+03,1.631741
1.93E+03,1.733639
1.93E+03,1.849366
1.93E+03,1.984226
1.93E+03,2.139429
1.93E+03,2.317761
1.93E+03,2.519399
1.93E+03,2.752495
1.93E+03,3.014062
1.93E+03,3.313633
1.93E+03,3.646125
1.93E+03,4.149636
1.93E+03,4.718724
1.93E+03,5.364746
1.93E+03,6.072157
1.93E+03,6.847399
1.93E+03,7.663822
1.93E+03,9.380362
1.93E+03,11.10674
1.93E+03,12.50984
1.93E+03,13.26914
1.93E+03,13.46791
1.93E+03,13.53357
1.93E+03,13.51592
1.93E+03,13.17615
1.93E+03,12.43964
1.93E+03,11.38625
1.93E+03,10.12255
1.93E+03,6.549343
1.93E+03,5.753493
1.93E+03,5.03642
1.93E+03,4.391282
1.93E+03,3.831323
1.93E+03,3.465123
1.93E+03,3.14318
1.93E+03,2.858259
1.93E+03,2.607521
1.93E+03,2.385346
1.93E+03,2.194056
1.93E+03,2.027631
1.93E+03,1.883115
1.93E+03,1.756281
1.93E+03,1.647699
1.93E+03,1.553408
1.93E+03,1.471379
1.93E+03,1.399836
1.93E+03,1.337237
1.93E+03,1.23377
1.93E+03,1.152139
1.93E+03,1.087351
1.93E+03,1.034327
1.93E+03,0.99075
1.93E+03,0.953944
1.93E+03,0.922847
1.93E+03,0.8961
1.93E+03,0.872878
1.93E+03,0.843204
1.94E+03,0.818551
1.94E+03,0.797818
1.94E+03,0.780276
1.94E+03,0.765183
1.94E+03,0.752206
1.94E+03,0.730954
1.94E+03,0.714325
1.94E+03,0.700957
1.94E+03,0.690051
1.94E+03,0.681082
1.94E+03,0.673672
1.94E+03,0.667535
1.94E+03,0.657942
1.94E+03,0.65032
1.94E+03,0.644383
1.94E+03,0.639787
1.94E+03,0.636237
1.95E+03,0.631122
1.95E+03,0.626704
1.95E+03,0.62433
1.95E+03,0.620523
1.96E+03,0.618643
1.96E+03,0.617375
1.97E+03,0.615076
1.98E+03,0.620203
1.98E+03,0.621506
1.99E+03,0.624504
1.99E+03,0.628174
1.99E+03,0.63428
1.99E+03,0.641325
1.99E+03,0.646176
1.99E+03,0.652449
1.99E+03,0.660466
1.99E+03,0.670609
2.00E+03,0.683197
2.00E+03,0.691092
2.00E+03,0.700414
2.00E+03,0.71977
2.00E+03,0.731716
2.00E+03,0.745568
2.00E+03,0.76179
2.00E+03,0.781061
2.00E+03,0.804278
2.00E+03,0.832582
2.00E+03,0.866178
2.00E+03,0.907863
2.00E+03,0.960873
2.00E+03,0.992846
2.00E+03,1.029479
2.00E+03,1.071981
2.00E+03,1.121169
2.00E+03,1.178868
2.00E+03,1.247204
2.00E+03,1.329459
2.00E+03,1.428571
2.00E+03,1.549953
2.00E+03,1.621391
2.00E+03,1.700284
2.00E+03,1.784627
2.00E+03,1.877572
2.00E+03,1.982388
2.00E+03,2.098173
2.00E+03,2.228933
2.00E+03,2.373421
2.00E+03,2.536438
2.00E+03,2.716141
2.00E+03,2.918099
2.00E+03,3.139511
2.00E+03,3.386565
2.00E+03,3.655014
2.00E+03,4.269392
2.00E+03,4.976758
2.00E+03,6.096276
2.01E+03,7.285982
2.01E+03,8.402791
2.01E+03,9.270034
2.01E+03,9.653481
2.01E+03,9.785787
2.01E+03,9.751868
2.01E+03,9.541166
2.01E+03,9.153439
2.01E+03,8.618208
2.01E+03,7.973791
2.01E+03,5.110448
2.01E+03,4.204622
2.01E+03,3.811509
2.01E+03,3.458317
2.01E+03,3.144107
2.01E+03,2.866816
2.01E+03,2.623639
2.01E+03,2.411351
2.01E+03,2.225105
2.01E+03,2.064703
2.01E+03,1.925304
2.01E+03,1.804026
2.01E+03,1.698297
2.01E+03,1.60586
2.01E+03,1.524769
2.01E+03,1.453363
2.01E+03,1.363072
2.01E+03,1.287082
2.01E+03,1.22258
2.01E+03,1.167681
2.01E+03,1.120052
2.01E+03,1.0787
2.01E+03,1.010988
2.01E+03,0.957985
2.01E+03,0.915998
2.01E+03,0.882096
2.01E+03,0.854639
2.01E+03,0.832142
2.01E+03,0.813739
2.01E+03,0.798544
2.01E+03,0.786048
2.01E+03,0.767396
2.01E+03,0.755774
2.02E+03,0.751179
2.02E+03,0.749722
2.02E+03,0.751975
2.02E+03,0.758855
2.02E+03,0.771488
2.02E+03,0.780629
2.02E+03,0.792242
2.02E+03,0.806971
2.02E+03,0.8257
2.02E+03,0.849684
2.02E+03,0.880826
2.02E+03,0.922198
2.02E+03,0.948353
2.02E+03,0.979148
2.02E+03,1.016437
2.02E+03,1.061646
2.02E+03,1.118199
2.02E+03,1.189155
2.02E+03,1.250393
2.02E+03,1.323819
2.02E+03,1.412363
2.02E+03,1.518378
2.02E+03,1.648252
2.02E+03,1.804178
2.02E+03,1.99498
2.02E+03,2.222906
2.02E+03,2.499348
2.02E+03,2.82547
2.02E+03,3.214741
2.02E+03,3.665248
2.02E+03,4.19118
2.02E+03,4.784792
2.02E+03,5.458786
2.02E+03,6.196657
2.02E+03,7.521899
2.02E+03,8.952932
2.02E+03,11.82108
2.02E+03,13.1604
2.02E+03,14.12867
2.02E+03,14.51588
2.02E+03,14.64704
2.02E+03,14.63529
2.02E+03,14.44497
2.02E+03,14.03619
2.02E+03,13.42978
2.02E+03,12.65664
2.02E+03,11.55502
2.02E+03,10.34716
2.02E+03,7.864333
2.02E+03,6.529637
2.02E+03,5.344404
2.02E+03,4.817645
2.02E+03,4.336953
2.02E+03,3.902317
2.02E+03,3.517446
2.02E+03,3.170316
2.02E+03,2.863728
2.02E+03,2.594688
2.02E+03,2.359935
2.03E+03,2.156098
2.03E+03,1.979816
2.03E+03,1.827842
2.03E+03,1.698684
2.03E+03,1.564832
2.03E+03,1.454517
2.03E+03,1.361477
2.03E+03,1.284457
2.03E+03,1.21901
2.03E+03,1.164281
2.03E+03,1.117666
2.03E+03,1.077675
2.03E+03,1.012692
2.03E+03,0.96299
2.03E+03,0.92349
2.03E+03,0.891714
2.03E+03,0.865388
2.03E+03,0.84349
2.03E+03,0.824858
2.03E+03,0.809023
2.03E+03,0.783488
2.03E+03,0.764102
2.03E+03,0.749121
2.03E+03,0.737357
2.03E+03,0.727975
2.03E+03,0.720428
2.03E+03,0.709626
2.03E+03,0.703294
2.03E+03,0.700569
2.03E+03,0.700113
2.03E+03,0.703277
2.03E+03,0.7111
2.04E+03,0.724369
2.04E+03,0.73354
2.04E+03,0.744795
2.04E+03,0.764379
2.04E+03,0.790197
2.04E+03,0.806388
2.04E+03,0.82539
2.04E+03,0.847878
2.04E+03,0.874653
2.04E+03,0.906912
2.04E+03,0.946009
2.04E+03,0.994209
2.04E+03,1.054609
2.04E+03,1.090948
2.04E+03,1.131993
2.04E+03,1.178887
2.04E+03,1.232818
2.04E+03,1.295295
2.04E+03,1.368252
2.04E+03,1.454176
2.04E+03,1.556275
2.04E+03,1.628149
2.04E+03,1.707849
2.04E+03,1.798236
2.04E+03,1.899023
2.04E+03,2.01388
2.04E+03,2.142454
2.04E+03,2.289373
2.04E+03,2.454045
2.04E+03,2.64214
2.04E+03,2.852494
2.04E+03,3.091749
2.04E+03,3.357611
2.04E+03,3.65739
2.04E+03,3.986863
2.04E+03,4.353418
2.04E+03,4.749943
2.04E+03,5.231165
2.04E+03,5.749045
2.04E+03,6.86837
2.04E+03,9.117878
2.04E+03,9.765931
2.04E+03,10.26404
2.04E+03,10.5811
2.05E+03,10.68864
2.05E+03,10.65232
2.05E+03,10.43908
2.05E+03,10.04925
2.05E+03,9.509636
2.05E+03,8.855342
2.05E+03,7.359957
2.05E+03,5.857085
2.05E+03,4.903941
2.05E+03,4.087797
2.05E+03,3.734741
2.05E+03,3.417651
2.05E+03,3.134833
2.05E+03,2.886193
2.05E+03,2.664397
2.05E+03,2.469104
2.05E+03,2.297463
2.05E+03,2.148046
2.05E+03,2.015475
2.05E+03,1.898897
2.05E+03,1.70631
2.05E+03,1.610545
2.05E+03,1.528068
2.05E+03,1.393003
2.05E+03,1.288226
2.05E+03,1.205484
2.05E+03,1.138867
2.05E+03,1.08493
2.05E+03,1.040583
2.05E+03,1.003813
2.05E+03,0.973033
2.05E+03,0.94738
2.05E+03,0.907929
2.05E+03,0.880653
2.05E+03,0.862801
2.05E+03,0.853297
2.05E+03,0.849033
2.05E+03,0.85192
2.05E+03,0.857696
2.05E+03,0.866624
2.05E+03,0.879189
2.06E+03,0.896031
2.06E+03,0.918089
2.06E+03,0.946547
2.06E+03,0.986912
2.06E+03,1.04018
2.06E+03,1.073206
2.06E+03,1.111642
2.06E+03,1.156661
2.06E+03,1.209791
2.06E+03,1.273408
2.06E+03,1.349495
2.06E+03,1.441897
2.06E+03,1.555317
2.06E+03,1.695964
2.06E+03,1.77941
2.06E+03,1.871897
2.06E+03,1.976781
2.06E+03,2.093265
2.06E+03,2.225484
2.06E+03,2.372276
2.06E+03,2.66448
2.06E+03,3.016661
2.06E+03,3.436526
2.06E+03,3.926136
2.06E+03,4.493219
2.06E+03,5.126236
2.06E+03,5.821476
2.06E+03,6.549862
2.06E+03,7.756761
2.06E+03,8.816721
2.06E+03,9.23372
2.06E+03,9.547392
2.06E+03,9.74169
2.06E+03,9.806382
2.06E+03,9.775479
2.06E+03,9.588194
2.06E+03,9.246136
2.06E+03,8.767373
2.06E+03,8.188188
2.06E+03,6.849553
2.06E+03,5.487907
2.06E+03,4.593473
2.06E+03,3.824442
2.06E+03,3.489811
2.06E+03,3.192062
2.06E+03,2.924138
2.06E+03,2.688994
2.06E+03,2.479716
2.06E+03,2.297569
2.06E+03,2.136391
2.06E+03,1.996579
2.06E+03,1.873002
2.06E+03,1.76571
2.06E+03,1.670626
2.06E+03,1.587732
2.06E+03,1.440539
2.06E+03,1.326592
2.06E+03,1.236483
2.06E+03,1.164109
2.07E+03,1.104945
2.07E+03,1.056481
2.07E+03,1.016323
2.07E+03,0.983088
2.07E+03,0.956035
2.07E+03,0.935848
2.07E+03,0.924743
2.07E+03,0.9242
2.07E+03,0.928414
2.07E+03,0.939025
2.07E+03,0.958048
2.07E+03,0.987985
2.07E+03,1.031325
2.07E+03,1.092088
2.07E+03,1.172555
2.07E+03,1.277378
2.07E+03,1.407358
2.07E+03,1.495988
2.07E+03,1.594159
2.07E+03,1.816643
2.07E+03,2.07445
2.07E+03,2.355659
2.07E+03,2.942639
2.07E+03,3.211027
2.07E+03,3.437697
2.07E+03,3.570317
2.07E+03,3.662513
2.07E+03,3.698377
2.07E+03,3.715069
2.07E+03,3.715595
2.07E+03,3.714355
2.07E+03,3.699291
2.07E+03,3.644253
